"concept","word","country","gender","preference","id"
"Family nutrition","Has Vitamin A Which Is Good For The Family","Uganda","Female","Preferred",1656
"Livestock feed","Because Of Ths Nutrients It Has For Animals Which Boosts Its Growth","Uganda","Female","Preferred",1657
"Drought avoidance","Drought Resistant","Uganda","Male","Preferred",1658
"Home use","It Takes Long To Rot","Uganda","Female","Preferred",1659
"Home use","It Does Not Rot Easily And Is Not Easily Distroyed By Weavles.","Uganda","Male","Preferred",1660
"Drought avoidance","Very Short Period To Make Returns And Earn Money","Uganda","Male","Preferred",1661
"Drought avoidance","Because It Is Drought Resistant.","Uganda","Female","Preferred",1662
"Intercropping (with beans)","Because It Has Two Cobs.","Uganda","Female","Preferred",1663
"Drought avoidance","Because It Resistant To Drought And Diseases.","Uganda","Female","Preferred",1664
"Family nutrition","Because It Has Vitamin A Which Is Nutrious To Children.","Uganda","Female","Preferred",1665
"Resilience","Because The Seasons Are Unpredictable So Respondent Would Work Well With This.","Uganda","Male","Preferred",1666
"Home use","The Variety Matures Fast Therefore Shall Profit Him Quick","Uganda","Male","Preferred",1667
"Drought avoidance","Because The Family Usually Rents Space To Only Grow Maize","Uganda","Female","Preferred",1668
"Drought avoidance","Because It Is Dieases And Drought Resistant","Uganda","Male","Preferred",1669
"Intercropping (with beans)","It Yields More.","Uganda","Male","Preferred",1670
"Resilience","I Can Grow It And Get Food As Well As Sell","Uganda","Female","Preferred",1671
"Drought avoidance","It Yields In Three And Ahalf Months","Uganda","Female","Preferred",1672
"Resilience","It Is Resistant To Diseases And Weather","Uganda","Female","Preferred",1673
"Livestock feed","He`S A Farmer And The Feeds Are Nutritious For Animals","Uganda","Male","Preferred",1674
"Intercropping (with beans)","You Can Grow More Crops At The Same Time","Uganda","Female","Preferred",1675
"Drought avoidance","Early Harvest Usual Fertilizer","Uganda","Male","Preferred",1676
"Home use","Can Be Kept For 6 Months And It Has Sweet Posho","Uganda","Female","Preferred",1677
"Resilience","Its Resistant To Pestsdrought And Diseases And Minimal Rains","Uganda","Male","Preferred",1678
"Green maize","Its Multipurpose For Both Food And And Selling In The Market When Still Green.It Can Also Feed Animals","Uganda","Male","Preferred",1679
"Resilience","It Can Help With Alot Of Pests Therefore A Saving From Spraying Many Times Before Harvest","Uganda","Female","Preferred",1680
"Intercropping (with beans)","It Helps To Grow More Crops At The Same Time And The Harvest Is Good","Uganda","Male","Preferred",1681
"Food and fodder","Because It Used To Feed The Animals.B","Uganda","Female","Preferred",1682
"Intercropping (with beans)","Because It Has Two Cobs.","Uganda","Male","Preferred",1683
"Resilience","Because It Is Drought Resistant.","Uganda","Male","Preferred",1684
"Drought avoidance","Because It Is Both Drought And Disease Resistant.","Uganda","Male","Preferred",1685
"Intercropping (with beans)","It Has A High Yielding Of 2 Cobs Per Maize Stem And It Does Even Better When Intercropped","Uganda","Male","Preferred",1686
"Intercropping (with beans)","It Helps Me To Mix With My Other Favorite Crops","Uganda","Male","Preferred",1687
"Resilience","Our Soils Are Very Poor Therefore This Can Stand Our Soils","Uganda","Male","Preferred",1688
"Home use","For Food At Home And It Can Be Also Sold","Uganda","Female","Preferred",1689
"Resilience","It Can Still Work Well On Infertile Land","Uganda","Male","Preferred",1690
"Resilience","It Can Still Do Well On Infertile Land","Uganda","Female","Preferred",1691
"Intercropping (with beans)","I Can Intercrop And Hit Two Birds With One Stone","Uganda","Female","Preferred",1692
"Green maize","It Is Easy To Get Market For Since It Yields Big Maize Cones","Uganda","Female","Preferred",1693
"Intercropping (with beans)","You Can Be Able To Grow More Crops At The Same Time","Uganda","Male","Preferred",1694
"Food and fodder","You Can Get Food From It And Also Feeds For Animals","Uganda","Female","Preferred",1695
"Drought avoidance","Early Harvest Of 3.5 Months","Uganda","Female","Preferred",1696
"Intercropping (with beans)","You Can Grow More Crops At The Same Time","Uganda","Male","Preferred",1697
"Resilience","Because Hot Weather Is One Of The Problems The Respondent Faces Doing Maize Farming.","Uganda","Male","Preferred",1698
"Drought avoidance","Because The Respondent Lives In A Place That Is Prone To Drought","Uganda","Female","Preferred",1699
"Home use","Because It Is Easily Marketable","Uganda","Female","Preferred",1700
"Green maize","Very Big Cob Full Grain Filling","Uganda","Female","Preferred",1701
"Drought avoidance","It Will Give Me A Harvest Wheather The Rains Are Stable Or Not","Uganda","Male","Preferred",1702
"Resilience","It Stands Out Against Poor Soilshot Season And Pests","Uganda","Male","Preferred",1703
"Intercropping (with beans)","I Have A Small Portion Of Landthis Can Do For Me By Intercropping","Uganda","Female","Preferred",1704
"Resilience","My Soils Are Poor Therefore This Can Work For Me Without Using Alot Of Fertilizers","Uganda","Male","Preferred",1705
"Green maize","Because It Takes A Shorter Time To Yield.","Uganda","Female","Preferred",1706
"Family nutrition","Its Good For Children In Vitamin A","Uganda","Female","Preferred",1707
"Intercropping (with beans)","Because It Can Be Intercropped With Other Crops.","Uganda","Female","Preferred",1708
"Green maize","Because It Can Be Used For Home Consumption.","Uganda","Female","Preferred",1709
"Home use","It Can Be Still For Longer Period","Uganda","Female","Preferred",1710
"Resilience","Matures Faster Drought And Disease Resitant He Can Also Feed His Family.","Uganda","Male","Preferred",1711
"Resilience","Bescause It Is Disease And Drought Resistant","Uganda","Male","Preferred",1712
"Food and fodder","Serves Both Humans And Animals","Uganda","Male","Preferred",1713
"Drought avoidance","Because It Matures Quite Early Therefore Profits Early","Uganda","Male","Preferred",1714
"Drought avoidance","In The Photo It Has A Big Maize Cone. And It Yields In Three And Ahalf Months","Uganda","Male","Preferred",1715
"Intercropping (with beans)","It Yields Two Maize Cobs Per Plant","Uganda","Female","Preferred",1716
"Family nutrition","They Said It Is Sweet For Food","Uganda","Female","Preferred",1717
"Livestock feed","Because It Is Resilient To Diseases.","Uganda","Female","Preferred",1718
"Family nutrition","Its Has Vitamin A For Children","Uganda","Male","Preferred",1719
"Family nutrition","Its Good For Children In Vitamin A","Uganda","Female","Preferred",1720
"Resilience","Drought Resistant And Disease Free","Uganda","Male","Preferred",1721
"Green maize","I Can Sell It Fresh And Get Quik Money","Uganda","Male","Preferred",1722
"Food and fodder","Its For Both Humans And Animals And Can Be Sold","Uganda","Female","Preferred",1723
"Home use","It Lasts For Six Months Without Rotting Its Drought Resistant And Matures In Four Months","Uganda","Female","Preferred",1724
"Drought avoidance","It Matures In Three And Half Months Its Also Drought Resistant","Uganda","Male","Preferred",1725
"Drought avoidance","Its Drought Resistant And Matures In Three And Half Months","Uganda","Female","Preferred",1726
"Home use","The Strong Kernel Which Helps To Store For At Least Six Months Before Getting Spoilt","Uganda","Male","Preferred",1727
"Intercropping (with beans)","You Get To Hervest Two Crops At Onceand The Beans Add Nitrogen To The Soil Which Makes You Not To Use Too Much Fertilizers","Uganda","Female","Preferred",1728
"Resilience","It Is Drought And Disease Resistance","Uganda","Male","Preferred",1729
"Food and fodder","Because I Can Feed And Even My Cow Feeds","Uganda","Male","Preferred",1730
"Livestock feed","Because It Has High Nutrients For The Pigs And Chicken","Uganda","Female","Preferred",1731
"Home use","The Strong Seed Cover Which Enables A Farmer To Store The Maize For Alonger Period","Uganda","Male","Preferred",1732
"Food and fodder","Because It Yields Alot Even If You Grow It On A Small Piece Of Land","Uganda","Male","Preferred",1733
"Family nutrition","The The Seeds On The Cob Are Not Spaced (They Are Packed To Each Other)","Uganda","Male","Preferred",1734
"Drought avoidance","It Takes Shorter Period To Harvest","Uganda","Female","Preferred",1735
"Intercropping (with beans)","Because It Puts On Two Corns On One Maize Plant","Uganda","Male","Preferred",1736
"Home use","Variety Can Be Stored After Harvest And It Stays For Some Good Time Whilst Waiting For Prices To Go High.","Uganda","Female","Preferred",1737
"Drought avoidance","Because It Grows Faster And Can Be Harvested In Less Than Four Months.","Uganda","Female","Preferred",1738
"Family nutrition","Because It Has Vitamin A And It`S Disease Resistant.","Uganda","Female","Preferred",1739
"Resilience","Being Drought And Disease Resistant.","Uganda","Female","Preferred",1740
"Intercropping (with beans)","Variety Being Intercropped With Other Crops And You Still Yields.","Uganda","Male","Preferred",1741
"Food and fodder","It Can Be Consumed By Animals And People.","Uganda","Female","Preferred",1742
"Home use","It Lasts For 6 Months.","Uganda","Female","Preferred",1743
"Food and fodder","It Can Be Consumed By Both People And Animals.","Uganda","Female","Preferred",1744
"Drought avoidance","It Matures In 3 And A Half Months.","Uganda","Male","Preferred",1745
"Livestock feed","It Is Drought Resistant.","Uganda","Male","Preferred",1746
"Family nutrition","Because Of The Vitamin A Makes It Mosf Preferable","Uganda","Female","Preferred",1747
"Family nutrition","The Vitamin A It Has Which Prevents Blindness In Children","Uganda","Female","Preferred",1748
"Food and fodder","Since Its Good For Animals It Makes It Her Most Preference And Its Resistance To Drought","Uganda","Female","Preferred",1749
"Resilience","Its Resistant To Drought And Diseases And Can Be Grown On An Infertile Land","Uganda","Male","Preferred",1750
"Intercropping (with beans)","He Prefers Intercropping The Most Because One Cannot Make Double Loss. He Says Incase The Maize Fails To Work Out Atleast He Will Get From Beans","Uganda","Male","Preferred",1751
"Food and fodder","This Maize Variety Grows Faster And Can Be Used To Feed Animals And Humans","Uganda","Male","Preferred",1752
"Family nutrition","This Maize Variety Has Market In The Community","Uganda","Female","Preferred",1753
"Resilience","This Maize Variety Is Drought Resistant Hence Getting Good Yields","Uganda","Male","Preferred",1754
"Food and fodder","This Maize Variety Leaves Can Be Feeds To Animals","Uganda","Male","Preferred",1755
"Drought avoidance","This Maize Variety Is Drought Resistant","Uganda","Female","Preferred",1756
"Intercropping (with beans)","We Have Small Land","Uganda","Female","Preferred",1757
"Drought avoidance","It`S Faster Only Takes 3 Months","Uganda","Female","Preferred",1758
"Green maize","It Has Big Cob And Compact","Uganda","Male","Preferred",1759
"Resilience","Resistant To Bad Conditions And Is Faster","Uganda","Male","Preferred",1760
"Intercropping (with beans)","Gives Two Cobs And Can Have Beans","Uganda","Male","Preferred",1761
"Drought avoidance","It Does Not Rot","Uganda","Female","Preferred",1762
"Intercropping (with beans)","You Can Get Money From Both Bean And Maize Yields","Uganda","Female","Preferred",1763
"Resilience","It Drought Resistant","Uganda","Male","Preferred",1764
"Intercropping (with beans)","I Can Get Both Maize And Beans At The Same Time And Make Good Sales","Uganda","Male","Preferred",1765
"Green maize","She Prefers It Most Because Of It Big Cob It Produces.","Uganda","Female","Preferred",1766
"Home use","It Has Sweet Posho And Its Storage Period Is Longer.","Uganda","Female","Preferred",1767
"Intercropping (with beans)","It Gives Two Cobs. It Can Be Intercropoed With Other Crops. Its Drought Resistant Variety","Uganda","Male","Preferred",1768
"Livestock feed","No Market For It","Uganda","Male","Preferred",1769
"Drought avoidance","Resistant To Drought","Uganda","Male","Preferred",1770
"Resilience","It`S Restart And Uses Little Inputs","Uganda","Female","Preferred",1771
"Green maize","The Cob Is Very Big","Uganda","Male","Preferred",1772
"Home use","Sweet Maize And Can Be Kept For Long Periods","Uganda","Female","Preferred",1773
"Intercropping (with beans)","This Maize Variety Can Be Intercropped","Uganda","Female","Preferred",1774
"Drought avoidance","This Maize Variety Grows Very Fast That Is Three Months And A Half","Uganda","Female","Preferred",1775
"Drought avoidance","It Matures In 3 And A Half Months.","Uganda","Female","Preferred",1776
"Drought avoidance","It Matures In 3 And A Half Months","Uganda","Female","Preferred",1777
"Food and fodder","I Can Get Food For Home Use And Food For Animals At The Same Time","Uganda","Male","Preferred",1778
"Resilience","Its Drought Resistant","Uganda","Male","Preferred",1779
"Family nutrition","It Has Vitamin A Good For Human Growth","Uganda","Male","Preferred",1780
"Intercropping (with beans)","It Is Disease And Drought Resistant. It Bears Two Cobs.","Uganda","Male","Preferred",1781
