"concept","preference","country","gender","word"
"Drought avoidance","Preferred","Kenya","Male","high tolerance drought disease"
"Food and fodder","Preferred","Kenya","Female","food fodder livestock"
"Resilience","Preferred","Kenya","Female","survive drought seasons produces average harvest"
"Family nutrition","Preferred","Kenya","Male","highly nutritious good children"
"Family nutrition","Preferred","Kenya","Male","carotene good sight children"
"Food and fodder","Preferred","Kenya","Female","highly vegetative household consumption"
"Home use","Preferred","Kenya","Female","long storage time special treatment high yield resistant drought disease"
"Food and fodder","Preferred","Kenya","Male","homesold fodder livestock"
"Family nutrition","Preferred","Kenya","Male","household consumption sell income household basic needs"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop double cobs"
"Drought avoidance","Preferred","Kenya","Male","resistant drought disease"
"Resilience","Preferred","Kenya","Female","requires low rainfall"
"Home use","Preferred","Kenya","Male","mainly produces household consumption"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop crop"
"Family nutrition","Preferred","Kenya","Male","high nutritious value"
"Drought avoidance","Preferred","Kenya","Male","planted january drought months"
"Food and fodder","Preferred","Kenya","Female","food fodder household sold"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop expect high yield needs low amount fertilizer"
"Livestock feed","Preferred","Kenya","Male","nutritious fodder livestock storage respondent"
"Family nutrition","Preferred","Kenya","Female","high nutritional content enriched nutritious good children"
"Food and fodder","Preferred","Kenya","Male","enough fodder livestock fodder still highly nutritious household consumption"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop expect high yield maize"
"Green maize","Preferred","Kenya","Female","fetch money market green maize market"
"Drought avoidance","Preferred","Kenya","Male","maturity early resistant drought disease"
"Intercropping (with beans)","Preferred","Kenya","Female","ideal intercrop gives maize cobs"
"Resilience","Preferred","Kenya","Male","maturity early requires less fertilizer resilient drought disease"
"Home use","Preferred","Kenya","Male","long storage life months"
"Food and fodder","Preferred","Kenya","Female","livestock fodder human food"
"Intercropping (with beans)","Preferred","Kenya","Male","ugali tasty drought resistant intercrop"
"Food and fodder","Preferred","Kenya","Male","livestock fodder human food"
"Food and fodder","Preferred","Kenya","Female","livestock fodder human food"
"Drought avoidance","Preferred","Kenya","Female","avoids drought"
"Green maize","Preferred","Kenya","Female","business woman profitable"
"Drought avoidance","Preferred","Kenya","Female","drought consistently affecting areathis best"
"Intercropping (with beans)","Preferred","Kenya","Female","help increase production great challenge farmers"
"Home use","Preferred","Kenya","Male","storage long destruction pests"
"Drought avoidance","Preferred","Kenya","Female","ensures harvest drought"
"Intercropping (with beans)","Preferred","Kenya","Male","planted crop produces cobs plant"
"Home use","Preferred","Kenya","Male","good taste posho storage months special storage structures"
"Intercropping (with beans)","Preferred","Kenya","Female","takes shorter time maturity requires less fertilizer"
"Food and fodder","Preferred","Kenya","Female","multipurpose household food needs livestock fodder"
"Food and fodder","Preferred","Kenya","Male","multipurpose livestock fodder food household"
"Intercropping (with beans)","Preferred","Kenya","Male","diversified harvest small piece land"
"Home use","Preferred","Kenya","Male","long storage periods months food security"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop diversified production"
"Food and fodder","Preferred","Kenya","Female","food human livestock guaranteed"
"Resilience","Preferred","Kenya","Male","source fodder livestock"
"Food and fodder","Preferred","Kenya","Female","livestock household consumption"
"Family nutrition","Preferred","Kenya","Male","highly nutritious"
"Intercropping (with beans)","Preferred","Kenya","Female","improves soil fertility uses less fertilizer"
"Resilience","Preferred","Kenya","Female","withstand drought disease"
"Food and fodder","Preferred","Kenya","Male","fodder livestock household"
"Resilience","Preferred","Kenya","Female","requires little fertilizer grow"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop crop diversified production achieves"
"Home use","Preferred","Kenya","Male","food security guaranteed long storage periods"
"Intercropping (with beans)","Preferred","Kenya","Female","good performance intercrop"
"Food and fodder","Preferred","Kenya","Male","food security human livestock"
"Livestock feed","Preferred","Kenya","Male","double usesfood fodder"
"Intercropping (with beans)","Preferred","Kenya","Male","good production maize simultaneously"
"Drought avoidance","Preferred","Kenya","Female","survives drought shorter maturity periods"
"Intercropping (with beans)","Preferred","Kenya","Male","harvest maize"
"Resilience","Preferred","Kenya","Female","less uses ensures harvest low rainfall"
"Family nutrition","Preferred","Kenya","Female","highly nutritious similar usual"
"Food and fodder","Preferred","Kenya","Female","multipurpose uses food fodder sold local market"
"Intercropping (with beans)","Preferred","Kenya","Male","gives cobs plant"
"Resilience","Preferred","Kenya","Male","less fertilizer requirement"
"Resilience","Preferred","Kenya","Female","less fertilizer requirement higher resistant drought disease"
"Home use","Preferred","Kenya","Male","good taste"
"Intercropping (with beans)","Preferred","Kenya","Male","uses less fertilizer"
"Family nutrition","Preferred","Kenya","Female","nutritious highly nutritious"
"Drought avoidance","Preferred","Kenya","Male","withstand drought"
"Intercropping (with beans)","Preferred","Kenya","Female","uses less fertilizer"
"Resilience","Preferred","Kenya","Female","requires less fertilizer"
"Family nutrition","Preferred","Kenya","Male","highly nutritious"
"Food and fodder","Preferred","Kenya","Female","food sale livestock fodder"
"Family nutrition","Preferred","Kenya","Male","nutritious important good sight"
"Resilience","Preferred","Kenya","Male","requires less fertilizer"
"Home use","Preferred","Kenya","Male","multiple uses household consumption sold"
"Food and fodder","Preferred","Kenya","Female","food fodder"
"Family nutrition","Preferred","Kenya","Female","sweet taste carrotine good children"
"Drought avoidance","Preferred","Kenya","Male","takes shorter time harvest normal disease resistant"
"Home use","Preferred","Kenya","Female","storage months treatment"
"Family nutrition","Preferred","Kenya","Female","maturity fast meeting needs fast"
"Livestock feed","Preferred","Kenya","Female","high yield"
"Home use","Preferred","Kenya","Male","familiar type seed plant wants"
"Intercropping (with beans)","Preferred","Kenya","Female","produces cobs stalk"
"Home use","Preferred","Kenya","Male","high flour content sweet taste"
"Food and fodder","Preferred","Kenya","Female","harvest somehow good easily affected drought disease"
"Resilience","Preferred","Kenya","Male","ability resistant drought disease high yield"
"Home use","Preferred","Kenya","Male","best longest storage life"
"Food and fodder","Preferred","Kenya","Female","good human livestock consumption"
"Intercropping (with beans)","Preferred","Kenya","Female","uses small amount fertilizer"
"Resilience","Preferred","Kenya","Female","uses small amount fertilizer"
"Green maize","Preferred","Kenya","Male","consumed household sold"
"Family nutrition","Preferred","Kenya","Male","presence nutritious good health"
"Green maize","Preferred","Kenya","Female","consumption livestock green fodder sell"
"Home use","Preferred","Kenya","Female","similar plant"
"Drought avoidance","Preferred","Kenya","Female","help drought months"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop gives high produces"
"Resilience","Preferred","Kenya","Male","produces less fertilizer"
"Food and fodder","Preferred","Kenya","Male","nutritious human consumption fodder livestock"
"Resilience","Preferred","Kenya","Female","requires less amount fertilizer resilient drought disease performs best low fertility soil"
"Drought avoidance","Preferred","Kenya","Male","drought disease resistant"
"Intercropping (with beans)","Preferred","Kenya","Female","intercrop maize Nitrogen levels soil"
"Home use","Preferred","Kenya","Male","attributes pleasing preferred"
"Drought avoidance","Preferred","Kenya","Female","low rainfall"
"Intercropping (with beans)","Preferred","Kenya","Female","less uses fertilizer"
"Resilience","Preferred","Kenya","Male","resistant disease drought"
"Food and fodder","Preferred","Kenya","Female","given livestock human consumption"
"Drought avoidance","Preferred","Kenya","Female","drought tolerant"
"Intercropping (with beans)","Preferred","Kenya","Male","high yield"
"Intercropping (with beans)","Preferred","Kenya","Male","high yield fertilizer need low"
"Resilience","Preferred","Kenya","Male","climate change"
"Food and fodder","Preferred","Kenya","Female","roasting drought maize"
"Drought avoidance","Preferred","Kenya","Female","low risk crop loss"
"Green maize","Preferred","Kenya","Female","early maturity"
"Drought avoidance","Preferred","Kenya","Male","incase draught assurance harvest"
"Food and fodder","Preferred","Kenya","Female","eat give livestock sell harvest"
"Family nutrition","Preferred","Kenya","Female","nuttients support health growth children adults"
"Livestock feed","Preferred","Kenya","Male","sell ready market around area fodder poultry"
"Home use","Preferred","Kenya","Male","good household consumption"
"Family nutrition","Preferred","Kenya","Female","nutritious household"
"Intercropping (with beans)","Preferred","Kenya","Male","requires little amount fertilizer maturity"
"Food and fodder","Preferred","Kenya","Female","gives enough food fodder livestock"
"Resilience","Preferred","Kenya","Male","resilient drought requires little fertilizer maturity"
"Food and fodder","Preferred","Kenya","Male","farmer enough food consumption"
"Intercropping (with beans)","Preferred","Kenya","Male","intercrop ensure enough food maize"
"Green maize","Preferred","Kenya","Female","highly resistant drought disease"
